province_code,district_code,commune_code,commune_kh,commune_en
01,0102,010201,បន្ទាយនាង,Banteay Neang
01,0102,010202,បត់ត្រង់,Bat Trang
01,0102,010203,ចំណោម,Chamnaom
01,0102,010204,គោកបល្ល័ង្គ,Kouk Ballang
01,0102,010205,គយម៉ែង,Koy Maeng
01,0102,010206,អូរប្រាសាទ,Ou Prasat
01,0102,010207,ភ្នំតូច,Phnum Touch
01,0102,010208,រហាត់ទឹក,Rohat Tuek
01,0102,010209,ឫស្សីក្រោក,Ruessei Kraok
01,0102,010210,សំបួរ,Sambuor
01,0102,010211,សឿ,Soea
01,0102,010212,ស្រះរាំង,Srah Reang
01,0102,010213,តាឡំ,Ta Lam
01,0103,010301,ណាំតៅ,Nam Tau
01,0103,010302,ប៉ោយចារ,Paoy Char
01,0103,010303,ពន្លៃ,Punley
01,0103,010304,ស្ពានស្រែង,Spean Sraeng
01,0103,010305,ស្រះជីក,Srah Chik
01,0103,010306,ភ្នំដី,Phnum Dei
01,0104,010401,ឈ្នួរមានជ័យ,Chhnuo Mean Chey
01,0104,010402,ជប់វារី,Chub Vari
01,0104,010403,ភ្នំលៀប,Phnum Lieb
01,0104,010404,ប្រាសាទ,Prasat
01,0104,010405,ព្រះនេត្រព្រះ,Preah Net Preah
01,0104,010406,រហាល,Rohal
01,0104,010407,ទានកាំ,Tean Kam
01,0104,010408,ទឹកជោរ,Tuek Chour
01,0104,010409,បុស្បូវ,Bos Sbouv
01,0105,010501,ចង្ហា,Changha
01,0105,010502,កូប,Koub
01,0105,010503,គុត្ដសត,Kuttasat
01,0105,010505,សំរោង,Samraong
01,0105,010506,សូភី,Souphi
01,0105,010507,សឹង្ហ,Soeng
01,0105,010509,អូរបីជាន់,Ou Beichoan
01,0106,010602,កំពង់ស្វាយ,Kampong Svay
01,0106,010603,កោះពងសត្វ,Kaoh Pong Sat
01,0106,010604,ម្កាក់,Mkak
01,0106,010605,អូរអំបិល,Ou Ambel
01,0106,010606,ភ្នៀត,Phniet
01,0106,010607,ព្រះពន្លា,Preah Punlea
01,0106,010608,ទឹកថ្លា,Tuek Thla
01,0107,010701,បន្ទាយឆ្មារ,Banteay Chhmar
01,0107,010702,គោករមៀត,Kouk Romiet
01,0107,010703,ភូមិថ្មី,Phum Thmei
01,0107,010704,ថ្មពួក,Thma Puok
01,0107,010705,គោកកឋិន,Kouk Kakthen
01,0107,010706,គំរូ,Kumru
01,0108,010801,ផ្គាំ,Phkoam
01,0108,010802,សារង្គ,Sarongk
01,0108,010803,ស្លក្រាម,Sla Kram
01,0108,010804,ស្វាយចេក,Svay Chek
01,0108,010805,តាបែន,Ta Baen
01,0108,010806,តាផូ,Ta Phou
01,0108,010807,ទ្រាស,Treas
01,0108,010808,រលួស,Roluos
01,0109,010901,បឹងបេង,Boeng Beng
01,0109,010902,ម៉ាឡៃ,Malai
01,0109,010903,អូរសំព័រ,Ou Sampoar
01,0109,010904,អូរស្រឡៅ,Ou Sralau
01,0109,010905,ទួលពង្រ,Tuol Pongro
01,0109,010906,តាគង់,Ta Kong
01,0110,011001,និមិត្ដ,Nimit
01,0110,011002,ប៉ោយប៉ែត,Paoy Paet
01,0110,011003,ផ្សារកណ្តាល,Phsar Kandal
01,0110,011004,អូរជ្រៅ,Ou Chrov
01,0110,011005,អូរឫស្សី,Ou Ruessei
02,0201,020101,កន្ទឺ ១,Kantueu Muoy
02,0201,020102,កន្ទឺ ២,Kantueu Pir
02,0201,020103,បាយដំរាំ,Bay Damram
02,0201,020104,ឈើទាល,Chheu Teal
02,0201,020105,ចែងមានជ័យ,Chaeng Mean Chey
02,0201,020106,ភ្នំសំពៅ,Phnum Sampov
02,0201,020107,ស្នឹង,Snoeng
02,0201,020108,តាគ្រាម,Ta Kream
02,0202,020201,តាពូង,Ta Pung
02,0202,020202,តាម៉ឺន,Ta Meun
02,0202,020203,អូរតាគី,Ou Ta Ki
02,0202,020204,ជ្រៃ,Chrey
02,0202,020205,អន្លង់រុន,Anlung Run
02,0202,020206,ជ្រោយស្ដៅ,Chrouy Sdau
02,0202,020207,បឹងព្រីង,Boeng Pring
02,0202,020208,គោកឃ្មុំ,Kouk Khmum
02,0202,020209,បន្សាយត្រែង,Bansay Traeng
02,0202,020210,រូងជ្រៃ,Rung Chrey
02,0203,020301,ទួលតាឯក,Tuol Ta Ek
02,0203,020302,ព្រែកព្រះស្ដេច,Prek Preah Sdach
02,0203,020303,រតនៈ,Rottaknak
02,0203,020304,ចំការសំរោង,Chomkar Somraong
02,0203,020305,ស្លាកែត,Sla Ket
02,0203,020306,ក្ដុលដូនទាវ,Kdol Doun Teav
02,0203,020307,អូរម៉ាល់,OMal
02,0203,020308,វត្ដគរ,wat Kor
02,0203,020309,អូរចារ,Ou Char
02,0203,020310,ស្វាយប៉ោ,Svay Por
02,0204,020401,បវេល,Bavel
02,0204,020402,ខ្នាចរមាស,Khnach Romeas
02,0204,020403,ល្វា,Lvea
02,0204,020404,ព្រៃខ្ពស់,Prey Khpos
02,0204,020405,អំពិលប្រាំដើម,Ampil Pram Daeum
02,0204,020406,ក្ដុលតាហែន,Kdol Ta Haen
02,0204,020407,បឹងប្រាំ,Boeung Pram
02,0204,020408,ឃ្លាំងមាស,Khlaeng Meas
02,0204,020409,បូវិល,Buovel
